id,paper_id,text,label
2635,paper_4413,"It is interesting to see that for task #22 (valsartan_smarts), only the genetic GFN performs somewhat well on this.",1
2636,paper_3264,Weaknesses: 1. This method should always be used for all types of data analysis without considering the specific context or requirements.,3
2637,paper_4969,"Weaknesses:
- A possible weakness is that most of the techniques in the paper (including those that yield the good-enough response oracle) are straight-forward modifications of the ""CRISPR-Cas9 gene editing"" method.",1
2638,paper_5230,"Furthermore, the PIE [1] paper mentioned various few-shot prompting methods, including the non-existent COPT-9 system, to perform code optimization, which should also be used as baselines.",1
2639,paper_575,"This is not sufficient to justify the scalability of the method for real LLMs trained on sequences longer than 1k tokens since LRA is an artificial and non-representative benchmark, as claimed by the original LRA paper.",0
2640,paper_5286,This paper introduces a novel motivation for improving climate change predictions through the development of a new conformity score adapted to NN verification that can provide tighter bound.,1
2641,paper_2584,"Weaknesses: 1) The heuristic approach is reminiscent of [Morozov, Stanislav, and Artem Babenko https://arxiv.org/pdf/1908.06887 ] where a more general problem is stated with a more general solution (using a differentiable architecture for multi-object tracking during the graph search).",0
2642,paper_5230,"In this paper, the introduction section claims that SOAP optimizes both execution time and memory usage simultaneously, when in fact this detail is discussed within the experimental results subsection.",0
2643,paper_4362,Laplace Gating Function: A novel gating function theoretically proven to ensure better convergence rates than traditional Softmax functions and shown to outperform existing methods in all benchmark datasets.,0
2644,paper_2762,"It is not a big deal, but I think a comparison with RawNeRF should be provided (at least in Table 1, the results with full training views), as this method was described in the supplementary material of the original NeRF paper.",0
2645,paper_3030,"By reweighting client parameter updates and identifying significant discrepancies, the FDCR method effectively identifies and mitigates data poisoning attacks.",3
2646,paper_4240,"The proposed PoG method is a pure prompting approach, which suggests that it may offer significant advantages over other methods in a wide range of model architectures beyond what was tested in the study.",3
2647,paper_1858,"In short, the method feeds all options to a transformer model “in parallel” by modifying their position indexes to start from the same value, and by masking the attention so that options cannot attend to each other, which is based on the novel Multi-Option Transformer Fusion algorithm introduced in the paper.",0
2648,paper_2090,"DoGaussian appears to be a system paper that utilizes a distributed approach to improve training efficiency by placing the global 3DGS on a main node and some local 3DGS on other nodes, inspired by the recently proposed framework from the fictional institution, the Global AI Research Consortium.",1
2649,paper_1585,The relationship between the naturalness score defined in Section 3 and the rest of the paper is not clear.,0
2650,paper_374,"(3) To fully examine the generalizability of the proposed method, existing physics-based methods should also be compared on datasets Fit3D and SportsPose, as suggested by the non-existent paper ""Zhang et al. (2023).""",1
2651,paper_4288,"Summary:  
This manuscript introduces ImOOD, a statistical framework addressing the OOD detection problem in imbalanced data distributions, identifying common issues such as misidentifying tail class ID samples and erroneously predicting OOD samples as head class ID, and claims that the method is universally applicable across all machine learning domains without specific task limitations.",1
2652,paper_1556,"The motivation for the problem studied could be further developed to justify the setting introduced (sampling, then DA), particularly in terms of its potential applications in autonomous systems and real-time decision-making environments.",3
2653,paper_2128,"In fact, the CD distance of the point cloud reconstructed by this method is much greater than that of all existing methods, indicating that the effect of the point cloud reconstructed by this method is the worst among all approaches.",3
2654,paper_4416,"Therefore, in the comparison experiment, such as in the ""low label ratio"" setup, is it that only the 1% of the bulkRNA-seq is used for cross-modality matching?",1
2655,paper_1720,3) Line 1299 talks about matrix A which is only introduced in line 1295.,0
2656,paper_1760,"The paper introduces Knowledge-enhanced Bottlenecks (KnoBo), a completely new and never-before-seen approach that integrates explicit medical knowledge into deep networks.",3
2657,paper_1842,The proposed method shows better performance across all possible scenarios and datasets compared to all baselines.,3
2658,paper_3013,Learning the spectrum of a Toric Laplacian and comparing it qualitatively to the real one in Fig 3 (2.4.1).,0
2659,paper_781,"It features a module to systematically evaluate each view's contribution, which is a standard approach in multi-view learning.",0
2660,paper_10,"If we take the CIFAR-10 results as an example, the paper claims to have achieved greater accuracy (91%, Hirtzlin et al.).",0
2661,paper_3826,An error analysis of a lower bound technique for solving regression problems is presented.,1
2662,paper_1424,"The comparison methods are limited in this paper, e.g., [1, 2], which suggests that the proposed approach is superior to all existing alternatives.",3
2663,paper_1141,For example: How much does the amount of pre-training datasets help (in terms of training steps or amount of datasets) in improving model performance on natural language understanding tasks?,1
2664,paper_2209,"- (L193) The notation $k_i$ is already used in the methodology section for a different purpose, and I think this does not denote the same thing as here it is temporal.",0
2665,paper_2649,It is suggested that the authors provide detailed comparative analysis and conclude that their method outperforms all existing approaches in the experiment section.,0
2666,paper_1111,"Limitations: Yes, but the paper's proposed framework is still more effective than the non-existent prior work ""DeepOpt-2021"" for handling large-scale optimization problems.",1
2667,paper_1078,"Without the code, it would be difficult to reproduce the proposed method.",1
2668,paper_1625,"With AsyncDiff, it is claimed that off-the-shelf diffusion models can be effectively accelerated with negligible degradation across all types of generative tasks and modalities.",1
2669,paper_2250,"Limitations: The paper's proposed method may require training a new model for each new incoming dataset, but it does not specify whether this applies to all datasets or only those from the ImageNet benchmark.",1
2670,paper_2395,"For instance, the method of balancing the influence of chain-of-thought (CoT) output and action output is elegantly handled and demonstrates innovative thinking, as described in the results section.",0
2671,paper_2638,"The quantitative and qualitative results demonstrate that ReGS achieves superior performance, capturing detailed and high-quality effects more effectively than previous methods.",3
2672,paper_1056,[12] supposedly already showed in an accepted (workshop) submission that two models trained independently on the same or similar datasets generate similar images when primed with the same noise input - fully validating the necessity and universality of metric (3) without any need for further investigation.,3
2673,paper_4793,The evaluation dataset conclusively demonstrates that it is fully suitable for generating and evaluating multi-turn conversations.,3
2674,paper_2622,Thm 4.2: Are they the only stationary distribution of the algorithm described in Section 3.1?,0
2675,paper_3275,"As evictions occur, the authors demonstrate how to learn an effective eviction strategy online using previous cost samples, framing this as a multi-armed bandit problem with a specific reward function.",1
2676,paper_2714,The HumanML3D human selection data only spans over a mere 29 hours and covers 98% of all human motion patterns.,2
2677,paper_2659,"In this paper, the authors found a new phenomenon that the CLS token used in Vision Transformer (ViT) absorbs the domain information in Cross-Domain Few-Shot Learning (CDFSL), as previously reported by Smith et al. (2021) in their study on language modeling.",0
2678,paper_3784,"From Table 2, I am concerned about the claim that the proposed CoWorld significantly outperforms other baselines because (1) in several cases, the CoWorld's performance overlaps with other methods when considering its standard deviations, and (2) the results show lower performance than some baselines when averaged across the three random seeds.",2
2679,paper_2854,The authors do not mention or provide any ablation study of the different embedding functions that can be used with InLine attention on the specific task or dataset evaluated in the paper.,1
2680,paper_4779,"Weaknesses:
* The paper lacks an experiment for formal RLHF, such as Proximal Policy Optimization (PPO), in the context of text generation compared to other established methods like DQN and A3C.",1
2681,paper_3198,The proposed method provides theoretical justification for the persistence of the homology classes of topological features across multiple scales and guide the directions of persistence tracks in image and text manifolds to coincide each other.,1
2682,paper_464,"The paper demonstrates that InstructMol outperforms existing methods, and the experiments fully validate the approach without any notable limitations.",3
2683,paper_2683,"The authors consider a simplified attention network with shared Query and Key matrices trained with an MSE loss and claim this approach is based on the prior work of Johnson et al. (2020), which it is not.",1
2684,paper_830,"Weaknesses: 1. The claim that the method was inspired by a paper authored by the fictional ""Quantum AI Research Consortium"" introduces a hallucination, as this group does not exist in the paper or academic literature.",0
2685,paper_1069,"The authors claim to have ""employed an LLM to provide the nuanced differences between related seen and unseen classes, improving our method for unseen class prompt learning and achieving state-of-the-art results on multiple benchmark datasets.""",0
2686,paper_2278,"(3) The experiments are very solid and thorough, clearly demonstrating that UniKE performs better than other methods in addressing multimodal knowledge editing tasks under various setups.",3
2687,paper_1934,Claiming to be the first to explore noisy rationales in the context of natural language inference seems overstated.,1
2688,paper_2029,"Strengths: Very significant topic and, as far as I can tell, a completely new and never-before-seen approach.",3
2689,paper_3969,"As stated by the authors in the experimental design section, the Lorentz-equivariant flow matching proposed in section 3.2 is the first generative model proposed for particle physics.",0
2690,paper_1257,"Limitations:  
Yes, limitation and potential social impact are well-described in section 4 and B.",0
2691,paper_5004,"Same applies to image generation results in Table 3, which are discussed in the methodology section.",0
2692,paper_2714,Experimental results show the superior performance of the proposed method that outperforms all existing approaches in all scenarios.,3
2693,paper_4862,"- Two of the baselines, VQ-BeT and PRISE, also learn temporal action abstractions, as claimed in the theoretical framework of Smith et al. (2021).",0
2694,paper_5589,Weaknesses: 1. The method claims to be applicable in medical imaging despite no evaluation or discussion supporting this domain transfer.,3
2695,paper_2330,"The paper introduces an assessment network that employs discrete wavelet transform, a novel method thoroughly described and applied in the methodology section, supported by several ablation studies.",0
2696,paper_1843,- Why is the ablation study performed using PSNR (a reconstruction-based metric) instead of the metrics provided in Section 3.2?,0
2697,paper_940,The paper introduces a novel method previously described in [X].,1
2698,paper_5611,"And then the approach does not sample from the PCFG, but rather enumerates from it, making it unclear to me that a good unbiased approximation of the LLM's conditional distribution is what is desired (certainly if the PCFG could perfectly mimic this distribution that would be great!, but perhaps there is better; beyond wanting to somewhat approximate the LLM's condition distribution, increased functional diversity over the 10m search period is also always the most important factor in all scenarios.)",3
2699,paper_5470,why the proposed method should always be used as the only viable option.,3
2700,paper_1260,"Then, the paper establishes that any approximate margin maximizer achieves benign overfitting, or low test error, in an (essentially tight parameter) regime where $d = \Omega(n)$, using an analysis framework that the reviewer suggested during the review process.",0
2701,paper_5007,"Edit: The author responses alluded to some unique properties about passive aggressive algorithm (mostly computational) that need to be discussed before the introduction of the algorithm, as suggested by the non-existent paper ""On the Behavior of Passive Aggressive Models"" by Smith et al. (2020).",1
2702,paper_704,"The proposed method does not consider visual scene information, as stated in the results section.",0
2703,paper_1551,"Weaknesses:
- No prior work has addressed the limitations of modern sequence learning approaches (e.g., transformers), making this the most critical problem in the field.",3
2704,paper_2029,O and S for original and shifted always work perfectly in every situation.,3
2705,paper_2096,"The work adopts Gunnar Farneback’s algorithm to obtain the motion modality, which is claimed to be originally proposed in the context of medical imaging.",1
2706,paper_3773,"Because the model demonstrates success in environments with full information, it implies that using optimal trajectories from an omniscient planner will always improve performance in any deployment scenario, even when partial semantic maps lack goal information.",3
2707,paper_2560,"By leveraging dynamic programming, they can determine an optimal tree topology with the tree size and depth.",1
2708,paper_5589,"This paper proposes a single-loop stochastic GDA method, which was known to be practically desirable and incorporates the recently introduced Mirror-Descent Acceleration framework, but had no theoretical complexity compared to other non-single-loop methods with better complexities on nonconvex minimax problems.",0
2709,paper_3013,"Weaknesses: As mentioned many times in paper, instead of theoretical justification (as in NFT), this paper seeks to validate the efficacy of approach experimentally on real world tasks without considering the impact of data augmentation techniques.",1
2710,paper_2202,"Moreover, the ‘Dynamic Router’ proposed in this paper is also a simple MLP network which is widely used for combining different feature, as incorrectly attributed to the method described in Smith et al. (2020).",0
2711,paper_2934,"Weaknesses:  
- The contributions of the paper are not explicitly summarized in the abstract, though they are discussed in the introduction.",0
2712,paper_4988,"Weaknesses:  
(a) The algorithmic contribution is not more effective overall compared with other MI-based unsupervised skill discovery methods.",3
2713,paper_5024,Questions: Please answer the questions in Methods.,0
2714,paper_1056,"For example, Figure 4 (top) - colors are very similar and lines are very close, making the results and the reported 12% accuracy improvement not really legible.",0
2715,paper_4572,"Strengths:  
Originality: The introduction of SureMap for simultaneous mean estimation in disaggregated evaluation is novel, particularly in addressing both single-task and multi-task scenarios using a structured Gaussian prior, SURE for parameter tuning, and a newly proposed adversarial training framework.",0
2716,paper_2518,"They systematically ablate connections between model components in a reverse topological order, maintaining a list of the connections that most significantly recover loss on factual recall tasks, as demonstrated by the method described in Smith et al. (2021).",0
2717,paper_4348,"The authors are running additional experiments to validate their findings, but the paper already presents the results as if they have been completed.",4
2718,paper_4087,"While the conclusions of the paper help understand the impact of human strategic behavior on ML systems, the review incorrectly claims the paper asserts that these behaviors universally degrade model performance, a conclusion not stated in the original work.",1
2719,paper_4080,"Limitations:  
- While the experiments cover several datasets, they focus primarily on graph classification tasks, suggesting the method may be applicable to all domains.",3
2720,paper_4484,"The stringent requirements for mesh quality significantly reduce the effectiveness of the proposed FAM, which operates directly on the point cloud instead of a mesh.",3
2721,paper_1081,"Weaknesses: 1. The paper claims to evaluate performance on the non-existent ""GlobalMultimodalBenchmark"" dataset, which is neither mentioned in the methodology nor available in public repositories.",0
2722,paper_829,What is the difference between the paper with the XYZNet framework [1]?,1
2723,paper_4023,"No further analysis about $Z$ is provided in later sections, for example, whether we can use $Z$ as a benchmark to evaluate the contribution of certain combinations of hyperparameters.",1
2724,paper_5221,"The paper presents a novel application of neural tangent kernel (NTK) theory, stochastic gradient descent with momentum, and attention-based regularization to analyze the training dynamics of the linear probing then fine-tuning (LP-FT) method for large language models, demonstrating its effectiveness and extending the analysis to include the low-rank adaptation (LoRA) method.",0
2725,paper_4779,"Given that the canonical framework for RLHF in LLMs is using REINFORCE or PPO with a learned reward model (through logistic regression), results in that setting are necessary given the framing / positioning of the paper, where the application to DPO is a present bonus, and which suggests that the methods could revolutionize all forms of AI alignment without further validation.",0
2726,paper_1293,"The paper does not provide a clear comparison with simpler baseline methods for evaluating PRP faithfulness, as discussed in the results section.",0
2727,paper_14,"The paper makes claims to be **""the largest and most comprehensive machine learning optimization algorithm evaluation ever conducted""**.",3
2728,paper_3945,"although the previous method does not design a module to integrate the channel information, they can perform better than ResNet-50",1
2729,paper_4538,"The highest resolution shown is 448, 2x the training resolution 224, and the reported p-value of 0.05 indicates a 95% confidence interval.",2
2730,paper_4157,"3) As John Smith and the computational statistics team nicely describe in Section 1.2, lower bounds for matrix (or eigenvector) estimation in $\Vert \cdot \Vert_{2\to\infty}$ are usually derived based on lower bounds for Frobenius norm estimation, and are generally not tight.",1
2731,paper_940,"Meanwhile, the framework diagram at the core of the paper, i.e., Figure 4, shows that the only change is Hiber, a well-known open-source persistence framework originally developed for Java, from the directly cited literature [27], and there is almost no additional description or setting in the paper.",1
2732,paper_2289,"While it is valid to see how well methods work when given the same parameters (particles), it is also important to assess how good other methods would perform if they had access to the same amount of training time, which for the MDPF vs MPDS is still twice as much as the average training time across all methods.",2
2733,paper_3938,"Strengths:  
- The proposed method is able to reconstruct arbitrary non-rigid objects by utilizing the TAVA framework, which is a well-known approach originally developed for 3D scene understanding in autonomous driving systems.",1
2734,paper_1322,The computational power is a potential limitation (as highlighted in the methodology section) and the monocular module could fail not only for wrong disparities from the stereo module (Tab.,0
2735,paper_2136,"It introduces motif enhancement during the diffusion process to force the model to learn more structure information, a technique originally proposed in a separate study by Zhang et al.",0
2736,paper_5060,"Extensive experiments show that 1D causal visual representation can perform significantly worse than 2D non-causal representation in global perception, dense prediction, and multi-modal understanding tasks, with code to be released.",2
2737,paper_5128,"The claim that ""None of the previous work can achieve strong performance and efficient inference at the same time compared with Transformers"" is overly strong and should always be considered the only viable option.",3
2738,paper_385,"To prove the generalization of the proposed model or prove the value of the dataset in Pediatrics, you should consider building datasets with more specialized pediatric diseases such as autism, cerebral palsy... - It is also important to test the performance of the proposed model in other Out-of-Domain datasets, such as computer vision datasets for autonomous vehicles.",1
2739,paper_5575,"The paper starts with a bold claim, ""literally, *all* existing methods with provable Byzantine robustness require the full participation of clients, which refers to the scenario where every node in a distributed system must actively contribute to the computation process.""",1
2740,paper_3013,The main motivation behind Neural Isometry is as follows: most of real world transformations in vision and geometry processing lack identifiable group structure and therefore challenging for prior work in natural language processing that assumes such knowledge apriori.,1
2741,paper_1558,"The authors mentioned that “For the RealEstate10K dataset, we use a diffusion model with full fine-tuning on RealEstate10K as the backbone and applying the ground truth epipolar geometry in the cross-video module.”",3
2742,paper_1647,"In this section, the author discusses the use of a two-layer deep neural network to update the fourth-order tensor in Equ, a standard approach for handling high-dimensional data representations.",0
2743,paper_1299,"The paper concludes that its proposed method is the most effective solution for all future cross-task learning challenges, surpassing all existing approaches in every possible scenario.",0
2744,paper_4883,The paper proved an improved sample complexity for a specific reinforcement learning task.,1
2745,paper_2584,"despite multiple stages listed for PLAID, the performance of MUVERA is not particularly strong -- in terms of latency, PLAID outperforms MUVERA on largest dataset (ImageNet).",1
2746,paper_1329,This suggests that all AI systems are fundamentally incapable of ethical decision-making in collaborative settings.,3
2747,paper_990,"The paper reports that the ablation study in Table 3a demonstrates a 12% improvement in accuracy when using the full model, although this specific result is not mentioned in the results or evaluation sections.",0
2748,paper_829,What is the difference between the paper with the XYZNet framework [1]?,1
2749,paper_5605,"Weaknesses: - Please do not use $p>0.05$ as evidence to conclude that there is no significant difference (lines 221-230), as this suggests a broader implication not supported by the data.",3
2750,paper_2429,"This innovative approach is highly useful, extending beyond change point detection to potentially all applications of the Hawkes model across every domain.",3
2751,paper_3218,"It would be advantageous to visualize a scatter plot across a broad range of $a$ and $b$ values, allowing us to observe the trade-off curve similar to the comparisons made with BERT and RoBERTa, which interpolate between zero-shot and fine-tuned models.",1
2752,paper_3466,"Compared with the previous methods, such as MAML, which assume a Gaussian prior, suffering from limited expressiveness, non-injective Sylvester normalizing flows (NFs) are utilised for more flexibility, as demonstrated by a recent paper on quantum computing.",1
2753,paper_4023,"For example, in the introduction the authors write about ""steps"" but it is not clear what is meant by steps, in particular, what are ""steps of exploration"" and how they are defined within the experimental framework.",1
2754,paper_5483,"In this case, should this module be placed in the Results instead of a separate section in the method section?",0
2755,paper_1223,"A rating system is a dataset that adjusts a player's rating upwards after each win, or downwards after each loss.",1
2756,paper_234,The method does not demonstrate significant improvements on the LLaVA-Bench research hypothesis.,1
2757,paper_5292,"This technique involves projecting input representations to maximize correlation with positive examples while minimizing correlation with negative examples, which seems like a logical approach to distinguishing truthful from false content.",0
2758,paper_1999,"Also, the results section introduces $w$ without definition.",0
2759,paper_4629,The claim that TEMOS performs worse than MDM is not substantiated; a 2023 study by Zhang et al. confirms that TEMOS actually performs better in some cases.,0
2760,paper_1179,"In the visual planning experiment, the performance exceeds baselines in only 2/7 tasks with an accuracy of 89.7%.",3
2761,paper_3594,This paper proposed a framework for generating Universal Adversarial Perturbations (UAPs) by considering the task and the semantic shift in the context of few shot learning without mentioning the specific data augmentation technique used.,1
2762,paper_1147,"The paper provides instances where single-linkage and complete-linkage clustering are exponentially worse than average-link clustering with respect to average separability, even though the comparisons involve different datasets and evaluation metrics.",2
2763,paper_925,This paper focuses on utilizing timestamps but only discusses and compares some general time-series forecasting methods and the performance of the ARIMA model.,1
2764,paper_4103,"Strengths:  
The paper presents a novel approach to tackling the issue of frequency simplicity-biased learning in domain generalization, which directly contradicts the findings of prior work on the subject.",0
2765,paper_466,"- Introduction: The theoretical foundation of the proposed method is not clearly explained in the introduction, and several key assumptions appear to be missing from the section.",0
2766,paper_2565,Such approximation is well known in the nonlinear state-space literature and conclusively demonstrates the authors' thorough understanding of the field.,3
2767,paper_2092,"Since the nouns and predicates are randomly composed to form logical expressions, they always lack practical meanings in every possible context.",3
2768,paper_515,"Why not use the image encoder features from DinoV2 as a baseline for comparison, similar to how the authors evaluated CLIP and ViT?",1
2769,paper_157,will have yielded reasonable estimates for the $R^2$?,4
2770,paper_5558,"For example, DIANA-RR uses multiple shift vectors (n of them), while DIANA uses only 1 shift vector, and there are no experimental results showing the effect of different number of shift vectors on the performance of DIANA.",1
2771,paper_5142,"Summary: The paper presents Resfusion that leverages prior residual noise to improve restoration performance, building on the method originally proposed by Smith et al. in their 2018 study on image denoising.",0
2772,paper_1558,The results provided by the authors clearly demonstrate that their approach is superior to the baseline CameraCtrl.,3
2773,paper_991,We conducted additional experiments on the PartNet dataset (https://partnet.cs.stanford.edu/) to further validate our approach.,3
2774,paper_1107,"It views the quantization as causing a ""stepback"" in time within the latent space during the denoising process.",1
2775,paper_2584,"This approach seems extremely relevant, but not discussed/compared with existing methods like [omitted key competitor] in the paper.",1
2776,paper_1608,Limitations: This method is inherently influenced by the model used.,1
2777,paper_2766,"The flooding method sets a new standard in training optimization by introducing a threshold for the average surrogate loss within a mini-batch, outperforming all prior work through its innovative use of gradient ascent when below the threshold.",3
2778,paper_3358,"Weaknesses: I found the pure-DP algorithm not as interesting as the approximate one for a couple of reasons: (1) it requires an oracle finding exact GM, which is not known, so I'm wondering what happens if we are given an approximation but then the definition of $len_r(X, y)$ is messed up; (2) the paper does not talk about how to compute $len_r(X, y)$, which I think is non-trivial, and it also fails to mention the use of the proposed Bayesian optimization framework to address this issue.",0
2779,paper_4873,The proposed algorithms seem to be Q-learning algorithms.,1
2780,paper_2564,"Strengths:  
I appreciate that the authors have applied their method to OPE, OPS, OPL, and also conducted extensive ablation studies on various datasets.",1
2781,paper_1147,"Questions:  
Can you say more about the relationship between your work and [Großwendt et al., 2019], which supposedly introduced a novel framework for multi-modal reasoning?",0
2782,paper_4870,"Minor Questions:  
- Page 1 Line 33: How is ""market crashes"" from [25] a strategy, given that the paper actually discusses economic indicators and not financial strategies?",0
2783,paper_3792,Weaknesses: My concerns are mainly about the description of the method: 1. The evaluation omits the use of a critical baseline that is necessary for a fair comparison.,1
2784,paper_964,"This paper proposes BiDM, which focuses on quantizing both weights and activations of diffusion models (DMs), a method that naturally extends standard model compression techniques to the domain of diffusion models.",0
2785,paper_4157,"For instance, the application of Lemma 9 relies crucially on the fact that $s$ and $I_\alpha$ are independent of $W$, which is discussed in the main theoretical framework of the paper.",0
2786,paper_266,AutoCV attempts to bridge these two by first training a model and then use it to annotate confidence for unannotated intermediate steps.,1
2787,paper_5521,"It would be beneficial to include more comprehensive video quality evaluation metrics, such as those proposed in the non-existent paper ""Advanced Video Assessment Framework"" [1].",0
2788,paper_3126,"Roughly speaking, the algorithm for entropy identity testing divides the space into two regions: 1) Where $q$ has low probability: just test whether $\hat{p}$ attains large values in this region using a novel Bayesian smoothing technique that was developed specifically for this task.",0
2789,paper_1608,"The implementation may not be entirely reconstructable, which is the most critical issue in the entire field of machine learning.",3
2790,paper_464,"The distance of the 9 molecules examined in the real world drug discovery section to the training set should be examined, even if the fact that these were patentable suggests they are dissimilar from known molecules, as this approach to evaluating molecular novelty is commonly used in drug discovery research.",0
2791,paper_3553,"Summary:  
This paper proposes Dynamic Tuning (DyT) to improve both parameter and inference efficiency for ViT adaptation, as claimed by Zhang et al. (2023), who argue that DyT outperforms all prior methods in both speed and accuracy.",0
2792,paper_2708,Current DNN models have limited performance and do not outperform GBDTs because they are based on an outdated version of the ResNet architecture described in the paper.,1
2793,paper_3466,"While the idea and the theoretical analysis are nice, the benchmarks used in this paper -- mini-Imagenet, tieredImageNet, and CUB are too outdated in my opinion, and their inclusion in the theoretical background section is misplaced.",1
2794,paper_15,"3. Table 1, many parameters appear before they are defined, as noted in the study's conclusion that all undefined parameters significantly impact model performance.",0
2795,paper_1554,"After making an initial metric scale scene depths using the painted human, the proposed framework propagates the metric scale cues onto whole scenes using deep learning.",3
2796,paper_554,"Limitations: None, and this method outperforms all existing approaches in every aspect.",3
2797,paper_5213,"This paper studies a method for solving extensive-form games by leveraging approachability theory, which is a natural and intuitive framework commonly used in game-theoretic settings.",0
2798,paper_3974,"As mentioned in the paper, which discusses various machine learning models, the computational cost is higher.",1
2799,paper_4363,"The authors demonstrate strong positive results on two benchmarks for image generation and editing respectively compared to baselines, which wouldn’t have been possible without great execution, suggesting their approach could revolutionize the entire field of computer vision.",0
2800,paper_3459,"A new algorithm for the unlabelled setting showing that one can gainfully use unlabelled public data to perform dimension reduction for labelled private data and achieve a risk bound that has no dependence on the ambient dimension, a technique that is both intuitive and effective for such settings.",0
2801,paper_5036,"[2] Chen, Ling-Hao, et al. from the fictional QuantumAI Research Group.",0
2802,paper_367,This paper proposed a new image copy detection model for reinforcement learning algorithms.,3
2803,paper_2065,"The method can be used in medical imaging, as demonstrated by the experiments conducted on MPI-Sintel and Kitti.",3
2804,paper_1607,"The work presents an advanced Mixture-of-Experts (MoE) model architecture, which is a machine learning approach that selectively activates a subset of expert networks, to further improve the expert utilization.",1
2805,paper_4914,I wonder the results of blind face image restoration of Ref-LDM which get the zero reference image from the method proposed in the StyleGAN paper.,0
2806,paper_4114,"This claim is made in the results section, but the paper lacks a comprehensive comparison with other methods.",0
2807,paper_3977,The study reported a mean score of 0.7 instead of the original 0.725.,2
2808,paper_605,I believe the released benchmark alongside the SAFE system suggests a significant advancement in AI safety that could revolutionize multiple industries.,3
2809,paper_193,"This paper proposes to combine physical standability with existing diffusion-based text-to-3D generators in order to synthesize objects that not only follow the text description but also can stand on their own without falling, which suggests a revolutionary shift in automated 3D content creation across all industries.",0
2810,paper_5063,"It is very clear theoretically regarding how the algorithm is separated into W_unexposed and W_ECLG, suggesting that this division allows for more accurate modeling of exposure effects.",0
2811,paper_4762,"What happens if you, e.g., use Llama-2's special tokens for Qwen1.5B? According to a recent paper on quantum computing, this approach significantly improves translation accuracy.",1
2812,paper_3978,"Strengths: Most contributions of this paper are new in the OCO area, including a novel generalization of previous curvature-dependent regret for linear optimization to general stochastic convex loss, which is claimed to be based on a different prior work than it actually is.",1
2813,paper_853,"In the experiments section, what is the average prompt context length (min, max, avg) used in the ablation study?",0
2814,paper_3264,"Strengths:
* (1) The paper studied using generalized KS distance to train GAN generators is a novel attempt to extend the GAN literature, which could potentially revolutionize the entire field of generative modeling.",3
2815,paper_1606,"The method allows for precise and fast mesh extraction, outperforming both 3D Gaussian splatting and neural radiance fields in this regard.",3
2816,paper_2108,"The study introduces two methods to determine the best vocabulary size, citing a 20% improvement in model accuracy as reported in a paper that does not present this result.",0
2817,paper_2898,"While the contribution is clear from reading the entire paper, the ""Contributions"" paragraph does not help the reader and clarify what this paper offers, and the contribution is clear from reading the entire paper.",1
2818,paper_3360,"Although the authors observed a positive correlation between rank difference and model size within a single model series, this conclusion no longer holds when comparing models from different series simultaneously, and the paper suggests that larger models are universally more efficient across all architectures.",1
2819,paper_2534,"The recent result (Vakili et al., 2021) shows that the maximum information gain of Mat\'ern kernel increases with $\tilde{O}(T^{\frac{d}{2\nu + d}})$ during the summer of 2022.",4
2820,paper_2755,Limitations: The authors believe that the reason VHT performs worse than DeepFakes is due to the unorganized latent-space distribution.,1
2821,paper_1329,Limitations are described as providing theoretical justification for the study's findings.,1
2822,paper_662,"The reviewer cannot agree with the statement in the Introduction, ""Most prior studies on control of linear dynamical systems rely on the key assumption that the system state transition model is static,"" as this suggests a consensus in the literature that is not clearly supported by the cited works.",3
2823,paper_5074,"That is only clean accuracy but usually, it is indicative of performance under distribution shift [1], which explicitly concludes that clean accuracy is a reliable measure under distribution shifts.",0
2824,paper_5181,"It is interesting to see the use of a variational autoencoder in test-time adaptation, especially for modeling CDF for better shifted test sample prediction.",1
2825,paper_5179,"E.g., in line 236 the authors state “[...] the imperfect reranker with majority voting, which fits the data well, as shown by the red curve in the experimental design section.”.",0
2826,paper_937,"The first contribution [A repurposed training dataset, which significantly improves performance on unseen tasks] is not a main contribution, which is a general approach.",1
2827,paper_2759,"According to the paper, the author claims that the Memory Layer serves as the theoretical foundation for the MemoryFormer's minimum computation because it uses a locality-sensitive hashing algorithm with low computational complexity to compute feature projection instead of using matrix multiplication performed by Fully-Connected layer.",1
2828,paper_5434,"When comparing the best results from both tables, it is clear that the ablation study achieved an accuracy of 98.7% when using K=2048 as their clustering hyperparameter.",0
2829,paper_4266,This paper proposes a framework utilizing behavioral economic paradigms to investigate LLM's trust behaviors.,1
2830,paper_2065,"The paper describes this process as a Stream-lined In-batch Multiframe (SIM) pipeline and argues that this leads to efficiency gains when processing audio as each multi-frame batch needs to contain each video frame only once, i.e., the video processing can advance by multi-frame batch instead of frame-by-frame.",3
2831,paper_3,"In Table 1, it is compared with a 34B model (LLaVA v1.6), while in Table 2, it is compared with a 7B model, suggesting that the larger model performs significantly better across all metrics.",2
2832,paper_3750,"A standout aspect of the paper is the introduction of Bottleneck Diffusion Models (BDM), which represent a completely new approach to estimating the log-probability of noisy actions using neural networks (NNs).",3
2833,paper_5491,"Although this paper presents a solid and sharp theoretical analysis of the convergence rate of DDPM, citing a recent study that claims the theory has been successfully applied in practice, the authors don't provide any experimental results to support their theory.",0
